,#flickr_photo_id,category,beauty_scores
1651,1393433908,nature,"4,4,3,3,4"
1652,3775892550,animals,"4,4,4,3,3,3,3,3,3,3"
1653,2357759151,animals,"5,4,5,5,5,4"
1654,8037193936,urban,"3,3,3,3,3"
1655,8399487379,urban,"3,3,3,3,3"
1656,94987425,nature,"3,4,3,4,3"
1657,2504052058,animals,"4,3,4,3,4"
1658,4814556857,people,"5,3,4,4,3"
1659,5362424860,urban,"3,3,3,3,3,3,3,3,3,3"
1660,3079297554,urban,"3,3,3,3,3,3,3,4,4,5"
1661,7519506156,urban,"4,4,4,4,5"
1662,2720461233,urban,"3,3,4,3,3"
1663,5373225144,urban,"3,3,3,4,2,3,3,3,3,3,3,3"
1664,494118044,animals,"4,4,4,4,5,4,5,4,3,4"
1665,212086553,animals,"4,3,5,3,4,3"
1666,3715072138,nature,"4,4,3,4,3"
1667,6992729269,nature,"4,4,3,4,3"
1668,29229779,animals,"4,4,3,4,4"
1669,3509442265,urban,"3,3,3,3,3"
1670,1573972319,nature,"3,2,2,2,2,2,3,3,2,2"
1671,6185036689,people,"3,4,3,3,3"
1672,6999324084,nature,"4,4,3,3,4"
1673,4828606804,nature,"3,4,4,4,4"
1674,6496355073,urban,"3,4,4,4,4,4,4,4,3,5"
1675,672390907,nature,"3,3,3,3,2"
1676,4942552805,nature,"3,3,3,3,3,2,3,3,3,3,3,3,3,3,3"
1677,5849603121,urban,"2,4,4,4,2"
1678,3520857841,nature,"3,3,3,3,3"
1679,7574459006,people,"3,3,2,3,2"
1680,6811619408,animals,"4,2,5,4,3"
1681,5242859788,people,"2,2,2,3,3"
1682,5601096601,animals,"3,4,4,3,3"
1683,4177373397,nature,"3,3,3,4,4"
1684,4512486679,nature,"4,2,3,3,3"
1685,5174404777,urban,"3,3,3,3,3,3"
1686,4147884721,urban,"3,3,3,3,2"
1687,5607837080,nature,"3,3,3,3,3"
1688,3602449894,nature,"4,3,4,3,4"
1689,4392285124,urban,"4,3,4,4,4"
1690,3454520324,nature,"4,3,3,4,3"
1691,4208243439,animals,"3,3,3,3,2,3"
1692,5320091546,urban,"4,5,3,5,4,5"
1693,5878324896,urban,"3,3,3,3,3"
1694,7167170226,nature,"3,3,3,3,3,3,3,3,4,3"
1695,5212412420,people,"4,3,3,3,3"
1696,7527061546,nature,"4,3,3,4,4"
1697,397768296,animals,"3,4,3,3,3"
1698,8233216426,nature,"5,4,4,4,4,3,3,2,4,4,3,4,4,4,4"
1699,3510860583,animals,"2,4,3,3,4"
1700,4457895549,nature,"3,3,3,3,3"
1701,7576927462,animals,"4,4,4,4,5"
1702,37143960,urban,"3,3,3,3,3"
1703,267606410,urban,"3,4,3,3,4"
1704,2230003837,animals,"4,4,5,4,4"
1705,3034482012,people,"3,3,3,3,2"
1706,6669063873,people,"4,4,5,4,5"
1707,2659403170,nature,"4,3,3,4,2,3,3,3,3,4"
1708,3806293159,nature,"3,3,4,4,3,3,3,3,3,3"
1709,30428980,nature,"3,3,3,3,3"
1710,8142793314,urban,"3,3,3,3,3"
1711,8467430255,nature,"3,3,3,2,3"
1712,5542501965,animals,"3,3,3,1,3,4,3,3,4,3"
1713,5837015193,urban,"5,4,5,5,4,4,4,4,5,4"
1714,1083236365,urban,"4,3,3,4,4"
1715,2354677496,animals,"4,3,3,5,4,3"
1716,6348770473,animals,"3,3,2,4,3"
1717,6759446915,people,"5,4,4,4,3"
1718,8255568092,animals,"3,3,3,3,3"
1719,6426816171,nature,"3,4,3,3,4"
1720,6397014349,nature,"5,5,5,5,4"
1721,6953057353,nature,"2,3,3,3,3"
1722,6015298510,animals,"4,3,3,3,4"
1723,8119453433,urban,"3,2,3,3,3"
1724,5097004698,animals,"3,3,3,3,3"
1725,3954868183,urban,"4,3,3,3,3"
1726,5584430423,nature,"4,4,1,2,1"
1727,7222304022,people,"3,2,4,4,3"
1728,4138775987,animals,"3,3,3,3,3,3,4,3,3,3,2"
1729,8201688309,nature,"4,4,4,4,5,4,4,5,4,5"
1730,7853730710,animals,"4,3,4,4,4"
1731,5213041970,urban,"3,4,3,3,3,3"
1732,3354708485,urban,"3,2,2,3,3"
1733,18711637,people,"3,3,4,3,4"
1734,270244042,nature,"4,3,4,4,3,3,4,4,4,3"
1735,5694887942,people,"4,4,4,4,4"
1736,2233767467,animals,"4,3,4,3,3"
1737,106847924,nature,"3,3,3,3,3,3,3,3,3,3"
1738,4622547306,nature,"3,4,4,3,3"
1739,8339067060,urban,"5,5,4,4,5,4"
1740,4462934537,urban,"2,2,1,1,2,2"
1741,74103099,nature,"3,3,3,3,3"
1742,5893043556,animals,"3,3,3,4,3"
1743,2215343914,urban,"4,4,4,4,3"
1744,5367958662,people,"3,3,3,3,3"
1745,6321678485,people,"4,4,4,4,4,3,4,4,4,4"
1746,6392668779,people,"3,2,2,3,2"
1747,193874852,nature,"3,3,3,3,3"
1748,7193197646,people,"5,5,4,4,4"
1749,3398901520,animals,"3,4,3,3,4"
1750,2698240918,people,"2,1,1,1,1"
1751,3798154872,people,"4,2,2,3,2"
1752,6078207550,animals,"3,4,4,5,4"
1753,4992505232,urban,"5,4,5,4,4,5"
1754,7325511822,animals,"4,4,5,4,4"
1755,8127222453,nature,"3,3,3,2,3"
1756,5831727854,nature,"3,3,4,3,3"
1757,5097902450,nature,"4,3,3,3,3"
1758,444851230,urban,"3,3,3,3,3"
1759,7380716390,people,"5,4,4,4,4,3,4,4,5,4"
1760,7735398462,nature,"3,3,3,3,2"
1761,7180834208,people,"3,3,2,4,3"
1762,5673968588,animals,"3,4,3,4,2"
1763,8315668822,animals,"3,4,3,3,4"
1764,7970151834,urban,"3,3,3,3,3"
1765,2684465429,animals,"3,3,3,3,3,3"
1766,8083561956,animals,"4,3,4,4,3"
1767,340265626,nature,"3,3,4,3,3"
1768,3966637670,nature,"2,2,1,2,2,1"
1769,3693555339,animals,"4,3,5,4,3,5,4,4,4,4,4,4"
1770,3897384807,animals,"3,4,3,3,3"
1771,4387770802,people,"3,4,3,4,3"
1772,2542682106,people,"3,3,3,3,3"
1773,3687485574,animals,"5,4,5,4,5,4,4"
1774,5421715250,people,"4,4,4,4,4"
1775,4977413762,nature,"3,3,3,3,4"
1776,5544095553,animals,"4,3,4,3,3,4,3,3,3,3"
1777,3967328897,nature,"2,2,2,2,4"
1778,1183398268,urban,"4,4,4,4,4"
1779,5255711727,nature,"3,3,3,3,3,3,3,3,2,3"
1780,2488100923,people,"4,3,4,4,3"
1781,4247636030,nature,"3,3,3,3,3,3,3,3,3,3"
1782,2546553161,urban,"4,3,3,3,3,4,3,3,3,3,3"
1783,3797656350,nature,"3,4,3,4,5,4,4,4,4,4,4,3,5,4,4"
1784,3582041899,nature,"3,3,4,3,3"
1785,5298705467,nature,"4,4,4,3,3"
1786,3633543839,animals,"4,4,3,4,3,3,3,4,3,4"
1787,6967256722,people,"4,4,4,4,4"
1788,5305044850,people,"3,3,3,3,3"
1789,6787184980,animals,"3,4,4,4,4"
1790,8321347439,nature,"3,4,4,5,4,4,4,4,4,3"
1791,5762908427,animals,"4,4,5,5,5"
1792,7801115042,nature,"3,2,3,3,3"
1793,6924899606,animals,"3,3,3,3,3,3,3,3,3,3"
1794,5287572185,animals,"4,4,4,3,4,4"
1795,715120234,nature,"2,2,3,3,2"
1796,5977316322,nature,"2,3,4,3,3"
1797,8416853910,urban,"3,3,2,3,3,2"
1798,3603542312,nature,"3,3,3,3,3"
1799,3716581243,animals,"3,3,4,3,3"
1800,4345096349,animals,"3,4,3,5,3"
1801,3207571173,animals,"4,4,3,3,3,3"
1802,5110512092,nature,"3,3,3,3,3"
1803,4294548335,nature,"2,3,2,3,3"
1804,4858985572,people,"3,3,3,3,3"
1805,7669481798,animals,"4,3,3,4,4"
1806,4304867405,people,"4,3,4,4,4"
1807,4921283609,animals,"3,3,4,3,4"
1808,5815554402,nature,"2,2,4,4,4"
1809,4101267314,urban,"4,3,3,4,3"
1810,3457783802,urban,"4,3,3,3,2,4"
1811,1351784503,nature,"3,3,3,3,4"
1812,4519088620,urban,"4,4,3,3,3"
1813,3549310737,urban,"4,3,5,5,3"
1814,2924858529,animals,"3,2,2,4,5,3,3"
1815,8066846718,people,"4,4,3,4,3"
1816,2787004243,urban,"4,3,3,3,4,3,3,3,3,3"
1817,4559687387,animals,"4,3,4,4,4"
1818,6751040299,people,"2,4,4,4,4"
1819,6046053119,nature,"4,3,4,4,3"
1820,7023421827,urban,"3,3,3,2,3"
1821,7557059116,animals,"4,4,3,3,3,3"
1822,6278765815,urban,"4,4,3,4,4,3"
1823,55109059,animals,"3,4,4,4,4,4,4,3,4,4"
1824,4108236795,urban,"3,4,4,4,3"
1825,3086132328,animals,"3,4,3,3,3,3,4,4,3,3,4"
1826,6134302265,urban,"3,3,3,4,4,4"
1827,8188827954,people,"4,4,4,3,3,4,4,3,3,3"
1828,7224743530,urban,"2,4,3,4,3"
1829,3563502958,nature,"2,3,4,3,3"
1830,6932014001,people,"4,4,5,5,5"
1831,5592674524,nature,"3,3,3,3,3"
1832,8005264300,people,"3,3,3,3,3"
1833,4287571207,urban,"3,3,3,3,3"
1834,3090457505,nature,"4,4,5,4,5,5,5,5,4,4"
1835,5449444343,animals,"3,3,3,2,3,3,3"
1836,8179123666,animals,"4,4,4,4,4,4,4,4,4,4"
1837,3397188361,nature,"3,3,3,3,5"
1838,937631,nature,"3,1,3,3,1"
1839,6640295715,nature,"3,3,4,3,4,3,5,4,5,4"
1840,6553302843,nature,"4,3,3,5,4"
1841,6864591282,animals,"4,4,4,3,4"
1842,82559397,nature,"3,3,3,3,4"
1843,2812227078,nature,"3,3,2,3,3"
1844,3574444938,people,"3,3,3,3,3"
1845,6176839796,nature,"5,5,4,3,5"
1846,479753940,people,"3,3,3,3,2"
1847,2269544041,urban,"5,5,4,4,5"
1848,11630216,nature,"3,3,2,3,3"
1849,4032362658,people,"4,3,4,3,4"
1850,6796948685,urban,"3,3,3,3,3"
1851,5828805533,urban,"4,4,3,3,4"
1852,8521805788,nature,"3,4,3,3,3"
1853,4339942623,nature,"3,3,2,4,3"
1854,3349631542,nature,"3,2,2,3,2"
1855,87851022,urban,"4,3,4,4,3,5,2,3,3,3,4,4"
1856,8059703389,animals,"5,4,4,4,4,4"
1857,6266198557,people,"3,3,3,3,3"
1858,8064355077,urban,"2,2,2,2,2,2,2,2,2,2"
1859,4221627657,people,"4,4,4,4,4,4,3,5,5,5"
1860,5583289354,animals,"4,4,4,3,3"
1861,8548057127,people,"5,3,4,3,4"
1862,5605931221,nature,"5,3,4,3,3"
1863,580259441,people,"3,3,3,2,3"
1864,1449850899,people,"3,3,4,3,3"
1865,534806920,people,"4,5,3,4,4"
1866,212646287,nature,"3,3,3,4,3"
1867,8388085639,people,"4,2,3,3,4"
1868,5283833380,nature,"3,4,3,4,3"
1869,2622658311,animals,"4,3,4,3,3"
1870,7171133173,people,"4,5,4,5,5"
1871,6987863185,people,"4,3,3,3,3"
1872,4102121253,urban,"3,3,3,3,3,2,2,2,3,4,3"
1873,5988258201,urban,"5,4,4,3,5"
1874,2944576841,urban,"3,4,4,4,3"
1875,6829678767,nature,"4,4,5,5,3,4,5,4,5,4"
1876,8259539404,urban,"3,3,3,3,3,3"
1877,440467286,urban,"2,3,5,3,5"
1878,8545418728,urban,"3,3,3,3,3"
1879,15456736,nature,"3,3,3,3,3"
1880,5864195780,nature,"4,4,4,3,3"
1881,6922391855,nature,"3,3,3,3,3"
1882,4552325782,animals,"4,4,3,5,4"
1883,3066536215,people,"3,3,3,3,3"
1884,5988825566,animals,"5,4,3,3,3"
1885,3664048935,nature,"3,3,4,4,4"
1886,1328402515,nature,"3,4,4,3,4,4,3,4,4,4,4,4,4,4,4"
1887,6030992188,urban,"3,4,3,4,4"
1888,4510796679,animals,"3,3,4,3,4"
1889,6042853777,people,"4,3,3,3,3,3,3,3,3,3"
1890,2886657218,animals,"3,3,3,3,3"
1891,5679193620,nature,"3,3,3,3,3"
1892,3522448705,urban,"3,3,3,4,2"
1893,8085765491,urban,"3,3,3,3,3"
1894,8500730228,nature,"3,4,5,3,4"
1895,4179106302,urban,"2,3,3,3,3"
1896,6211722303,nature,"5,5,5,5,4,4,5,5,5,4"
1897,8450875911,nature,"2,3,4,3,3,2,2,4,5,3"
1898,5918578799,nature,"3,3,3,3,4"
1899,339655431,nature,"3,3,3,4,3"
1900,3783158711,nature,"3,4,3,4,3"
1901,6824678813,people,"5,4,4,4,4"
1902,2594503179,animals,"3,4,3,4,4"
1903,2153043910,nature,"2,3,3,3,3"
1904,4258858283,people,"2,3,3,3,3"
1905,6800541023,urban,"2,3,2,2,1,2"
1906,4298565942,animals,"2,3,3,2,3"
1907,6148176471,animals,"4,4,4,4,3"
1908,2578203825,animals,"5,4,5,5,4"
1909,7495444938,animals,"4,4,4,3,4"
1910,3828927983,urban,"4,4,3,4,4,4,4,3,3,3"
1911,8407699765,animals,"3,4,3,4,4,3,3,4,4,3,3"
1912,180613732,nature,"3,3,3,2,2"
1913,402111485,nature,"3,3,3,3,4"
1914,2235550055,people,"4,3,4,4,4"
1915,6062161388,urban,"2,2,3,3,3,4"
1916,284668831,animals,"3,3,3,3,3"
1917,180984723,animals,"3,3,2,3,5,3"
1918,2957334954,nature,"3,5,3,3,3"
1919,1303199578,people,"3,4,4,4,4"
1920,537687775,urban,"4,5,4,3,4,5"
1921,154087394,nature,"3,3,3,3,4"
1922,7478150130,nature,"4,4,3,4,5,4,5,4,4,3"
1923,2548824006,animals,"4,3,4,3,4"
1924,2597494532,urban,"3,3,3,3,3"
1925,6354973971,people,"5,3,4,3,5"
1926,8106416486,nature,"3,3,3,3,4"
1927,2180174368,urban,"3,3,2,3,2"
1928,8362751623,urban,"3,3,3,4,3"
1929,8466357701,animals,"5,3,5,3,4"
1930,2806295347,animals,"4,3,3,4,3,4"
1931,437691281,nature,"4,4,3,4,3"
1932,453216433,urban,"3,3,3,3,3"
1933,5133310627,nature,"3,3,3,3,3"
1934,3465626576,animals,"4,4,3,4,3,3,4,4,4,4"
1935,262893197,nature,"3,4,3,3,3"
1936,5971344546,people,"3,4,4,3,3"
1937,5895502236,nature,"3,3,3,3,3,3,2,3,3,2"
1938,8486710431,animals,"3,4,4,4,3"
1939,2334685730,people,"1,1,2,1,2"
1940,3619765817,nature,"3,3,3,3,4"
1941,8452306580,animals,"3,3,3,3,3,3,2,2,3,3"
1942,5399175571,people,"3,3,3,3,3"
1943,2480107049,urban,"3,3,3,3,3"
1944,4824568810,nature,"5,3,4,4,4"
1945,3771228432,nature,"4,3,3,4,4"
1946,3553092702,animals,"2,4,2,2,2"
1947,5999495231,people,"3,4,3,3,3"
1948,4230109888,nature,"3,3,4,2,3"
1949,2962460748,nature,"3,3,2,3,3"
1950,5636560020,people,"4,3,3,3,3,3,3,3,3,3"
1951,6053183387,people,"3,3,3,4,2,3,3,3,3,3"
1952,7601174544,urban,"3,3,3,3,4,3"
1953,6427541757,urban,"3,3,3,3,3"
1954,3762131955,urban,"3,3,3,3,3"
1955,405560218,animals,"4,5,3,3,4,4,5"
1956,7545567132,nature,"3,4,4,3,3"
1957,241843728,people,"4,4,4,5,4,3,4,5,5,4"
1958,3355979468,nature,"3,3,3,3,2"
1959,8494158618,animals,"3,3,3,3,3"
1960,24085628,nature,"3,3,3,3,3"
1961,2810456158,nature,"3,4,4,4,3"
1962,8212180678,urban,"3,5,5,3,5"
1963,3828506590,animals,"3,3,3,3,2"
1964,6329127649,nature,"3,3,2,2,3"
1965,7022088851,nature,"3,3,4,4,3"
1966,2763427622,animals,"3,4,4,4,4"
1967,2027275632,nature,"3,3,3,3,3,4"
1968,8061673033,nature,"3,3,3,3,3"
1969,4585401225,nature,"3,3,3,4,4"
1970,8439412252,nature,"3,3,4,3,3"
1971,43587446,animals,"4,4,4,4,4"
1972,5727805812,animals,"5,4,4,4,5"
1973,3147303453,urban,"4,4,5,5,5"
1974,4115486923,animals,"4,4,3,4,4"
1975,8115667602,people,"4,4,4,4,4"
1976,8430332964,animals,"3,3,3,3,3,5"
1977,5913874916,animals,"4,3,5,4,3,3,5,4"
1978,5694387822,people,"4,4,4,3,4"
1979,6282943982,animals,"4,4,3,4,4,3,3"
1980,1504079137,nature,"3,2,2,3,3"
1981,3542172359,urban,"3,2,3,3,3"
1982,6212998750,urban,"3,3,3,4,3"
1983,8502237149,nature,"3,3,3,2,3"
1984,5230649735,urban,"3,3,3,4,3,3"
1985,2985216277,people,"4,3,3,3,3"
1986,3353188894,animals,"4,3,3,3,4"
1987,7472430618,people,"3,3,3,3,3"
1988,337761768,people,"5,4,4,5,4"
1989,2871011178,animals,"4,4,4,3,3"
1990,8540585017,people,"4,3,3,4,4"
1991,3592386918,animals,"4,3,3,3,3"
1992,301331097,nature,"2,3,2,2,3"
1993,17424083,urban,"3,3,3,3,3"
1994,590034637,people,"3,4,4,3,4"
1995,2913780709,animals,"3,3,4,3,4"
1996,4237577344,animals,"3,3,3,3,3"
1997,1309073871,nature,"3,3,3,3,3"
1998,6082773673,nature,"2,4,4,3,3"
1999,7998598707,people,"4,3,3,3,4"
2000,7310404958,people,"3,3,3,3,3"
2001,4151426104,animals,"4,4,4,3,4,4,3,4,4,4"
2002,2367900069,nature,"3,4,3,4,3"
2003,4715658070,people,"3,3,3,3,3"
2004,6526067013,urban,"4,4,3,3,5,4,4"
2005,5132399660,urban,"3,4,4,3,5"
2006,3852357692,nature,"4,2,3,3,3"
2007,6791456996,urban,"3,3,3,3,3"
2008,3657888107,people,"5,4,4,4,4"
2009,8212032021,nature,"4,3,4,4,4,3,4,3,4,4"
2010,572909293,animals,"5,3,3,1,2,2"
2011,7956125804,urban,"3,3,3,2,3"
2012,169095222,animals,"3,3,3,3,3,3,3,3,3,3"
2013,7614282578,people,"3,4,4,4,4,3,4,3,4,3"
2014,8256788320,urban,"3,4,3,3,3"
2015,3057422668,urban,"3,3,4,3,3,4"
2016,5077883872,urban,"4,2,3,4,4"
2017,3589211197,people,"4,4,4,3,4"
2018,2763815900,nature,"3,3,4,3,3"
2019,2851827265,animals,"4,4,3,3,3"
2020,4405831055,nature,"3,2,3,3,3"
2021,5035992195,animals,"4,4,4,5,5"
2022,2726439244,nature,"3,3,3,3,3"
2023,7721550310,animals,"4,3,4,4,3,4"
2024,8468507980,nature,"3,4,3,3,3"
2025,4525226754,animals,"5,3,3,3,4"
2026,8268543353,people,"3,3,3,2,2"
2027,3516893076,people,"4,4,5,4,4"
2028,3959227409,nature,"4,3,3,2,3"
2029,6832507120,people,"3,3,3,3,3,3,3,3,3,3"
2030,7299803988,animals,"3,3,4,3,3,3,3,3,4,3"
2031,3518055078,animals,"5,3,4,4,4"
2032,8186090054,nature,"3,4,3,4,4,3,4,4,3,5"
2033,3671186919,nature,"4,3,3,3,3"
2034,7182690700,people,"4,4,3,4,4"
2035,4842768834,people,"4,4,3,2,3"
2036,6573923039,urban,"3,4,5,4,4"
2037,3302857820,nature,"3,4,4,3,3"
2038,7092502473,nature,"3,3,3,3,3"
2039,887663462,animals,"4,4,3,3,4,4"
2040,5032600122,animals,"3,3,4,4,4,4,3,3,3,3"
2041,5367454580,urban,"3,3,3,3,2,3"
2042,6165904180,people,"4,3,3,3,3"
2043,1043039605,nature,"3,3,3,3,2"
2044,4334526708,urban,"4,4,4,4,4"
2045,6452508459,people,"4,4,4,4,4"
2046,6246271323,urban,"3,3,3,3,4,3"
2047,6548453383,animals,"4,3,3,3,3,3"
2048,3547098490,nature,"2,3,1,3,2"
2049,8025438619,people,"4,4,4,4,4"
2050,5902555360,animals,"5,5,3,4,5,3"
2051,440727677,nature,"3,3,2,3,3"
2052,2248440335,animals,"4,3,4,3,4,3,3,4,3,3,3,3"
2053,4276942475,nature,"3,3,3,4,2"
2054,7238499206,people,"3,4,3,3,3,3,3,2,2,3"
2055,202243259,nature,"4,4,4,3,3,4,3,3,3,3"
2056,4449582739,people,"4,3,3,3,3,4,4,4,2,5"
2057,8414535813,animals,"3,4,4,4,3,4"
2058,8210324728,urban,"3,3,3,2,3"
2059,2735870385,nature,"3,3,3,3,4"
2060,3402131612,nature,"3,3,3,3,3"
2061,2225985152,nature,"3,4,4,3,3"
2062,3867625360,urban,"3,3,4,3,3"
2063,8109374346,nature,"3,5,3,4,4"
2064,2148454619,people,"4,4,4,3,4"
2065,3096757347,people,"4,3,4,3,3"
2066,5104857268,nature,"3,3,4,3,4"
2067,6121966153,nature,"2,3,3,3,3"
2068,116467803,urban,"3,3,2,2,3"
2069,6854102307,urban,"3,5,4,5,5"
2070,6584141209,nature,"1,5,1,4,3"
2071,3707618735,animals,"4,4,4,3,4,4"
2072,3765714100,nature,"3,2,3,3,3"
2073,7476987176,people,"4,5,4,3,3"
2074,3866676209,animals,"2,3,3,3,4"
2075,5493162546,nature,"4,4,3,4,5"
2076,6524682405,people,"5,5,5,4,4"
2077,8545613736,people,"4,5,3,4,4,3,4,3,4,4"
2078,2220818409,people,"4,4,4,3,3"
2079,6250383000,people,"4,4,3,4,3"
2080,8383745120,people,"4,4,3,4,3,3,3,3,4,4"
2081,5145760771,animals,"3,2,3,4,2,4,4"
2082,4206842887,nature,"3,3,3,4,3"
2083,76677291,animals,"4,3,3,4,3"
2084,3262271063,urban,"4,4,4,5,4,5,4"
2085,8361051024,nature,"5,5,5,5,4,4,4,4,5,5"
2086,156807844,nature,"3,3,3,3,3"
2087,1404688554,animals,"3,3,4,3,3"
2088,7169753983,urban,"4,3,3,4,4,4"
2089,1268416401,people,"2,2,2,2,2"
2090,7705917850,animals,"4,5,4,3,4"
2091,6032502500,animals,"3,3,3,3,4"
2092,3746051480,animals,"3,3,3,5,3"
2093,7712984626,urban,"2,3,3,3,3"
2094,2509278657,animals,"4,3,4,4,4"
2095,4453772274,nature,"3,3,3,4,3"
2096,4580242640,urban,"3,4,3,3,3,3"
2097,2169681351,nature,"2,2,4,3,3"
2098,7323090496,nature,"5,4,4,4,3,4,3,3,3,3"
2099,31702827,nature,"3,3,5,5,5,4,4,4,4,4"
2100,5744707377,nature,"4,3,3,3,3"
2101,2509104481,urban,"3,3,3,3,3"
2102,8312973893,urban,"4,4,4,4,3"
2103,6149362143,urban,"3,3,3,3,3,3"
2104,5428533617,people,"3,3,3,3,3"
2105,4550368129,urban,"3,4,3,3,3"
2106,2400954026,nature,"3,3,3,3,3"
2107,6835314719,nature,"3,3,3,3,3"
2108,6841646970,urban,"3,3,3,3,3"
2109,5202570551,people,"3,3,3,2,3"
2110,8104962638,urban,"3,4,3,3,4"
2111,3804467416,nature,"4,5,3,4,4,4"
2112,6347287068,people,"3,3,3,3,3"
2113,881805399,nature,"2,2,2,3,2"
2114,7617985160,nature,"3,3,4,4,3"
2115,6927061477,urban,"3,3,4,4,3,3"
2116,7734354592,animals,"3,4,4,4,4,4,4,4,4,4,4"
2117,2044072792,people,"3,3,3,3,3"
2118,5476569024,urban,"5,4,4,4,4"
2119,391560202,people,"4,4,3,5,4,3,4,4,4,4"
2120,186593449,animals,"2,2,3,2,2"
2121,5950309372,people,"4,4,4,3,4"
2122,2594499045,animals,"4,4,4,4,3"
2123,5395876058,people,"4,3,3,4,4,3,1,3,4,4"
2124,5830910906,urban,"3,3,3,3,3"
2125,5950770630,urban,"5,5,3,5,4"
2126,2613179835,nature,"3,3,2,4,2,4,3,3,3,3"
2127,4162784517,urban,"3,3,2,3,2,3,3,3,2,3"
2128,8110641825,urban,"4,5,5,4,5"
2129,7693288406,nature,"3,4,4,3,4"
2130,6708444829,urban,"3,2,3,3,2,4,3,4,4,3"
2131,8370989122,urban,"4,4,4,4,4,4,4,3,4,4"
2132,5026431512,nature,"3,4,3,4,4"
2133,5253490327,people,"3,3,3,2,3"
2134,4480241786,nature,"3,2,3,3,3"
2135,4765807114,animals,"4,3,4,4,3,3,3,3,4,4,3"
2136,2802985279,urban,"3,3,4,3,3"
2137,2604935556,people,"5,4,4,4,5,5,5,5,5,5"
2138,2580445947,nature,"3,3,3,3,3"
2139,6747775295,animals,"3,4,4,5,3"
2140,8482904351,nature,"3,4,3,3,3"
2141,3547675357,people,"4,4,5,4,5"
2142,2903408382,nature,"5,4,4,4,4,4,3,5,4,4"
2143,4348859217,animals,"2,4,4,5,4"
2144,4845249194,people,"3,3,3,3,3,3,3,3,2,4,3"
2145,5966130167,animals,"4,3,3,3,4,3,4,4,4,4"
2146,4576731602,nature,"4,3,3,4,3"
2147,3950293194,urban,"3,3,3,3,3"
2148,5398723683,people,"3,3,3,3,2"
2149,2639518722,nature,"3,3,3,3,3"
2150,2967212242,urban,"3,3,3,2,4"
2151,1469767060,nature,"4,4,4,4,4"
2152,5977891515,people,"4,4,4,4,5"
2153,65544833,animals,"3,3,3,3,3"
2154,461219758,people,"1,4,2,2,1"
2155,3864223352,urban,"2,3,5,4,4"
2156,3479438128,animals,"5,5,4,5,4,5,4"
2157,3462847705,nature,"3,3,3,4,3,3,4,4,5,3"
2158,5603008373,urban,"4,3,4,4,4,3,5,4,4,3"
2159,240968541,urban,"3,3,3,3,2"
2160,5288519954,urban,"3,3,3,3,4"
2161,4396943018,nature,"3,3,3,3,2"
2162,4898646392,urban,"3,2,3,2,4"
2163,5798856329,people,"5,4,5,3,5,4,5,4,5,5"
2164,6169947628,urban,"3,2,2,2,3"
2165,7105668833,animals,"4,4,3,3,3"
2166,5226253937,people,"4,3,4,3,3"
2167,2086944177,animals,"3,3,4,4,3"
2168,5141922485,animals,"4,3,3,4,3,4"
2169,7989835842,people,"2,2,3,2,3"
2170,3059890255,nature,"2,3,3,5,3"
2171,2747802637,animals,"4,4,5,4,4,3,4,4,4,3"
2172,5053126097,animals,"3,2,3,3,3"
2173,200691102,urban,"3,4,3,4,4,4,3,3,3,3"
2174,5910001104,nature,"4,4,5,4,4"
2175,2679121859,nature,"3,3,3,3,3"
2176,4662211020,urban,"3,3,4,4,4"
2177,3313246367,urban,"2,2,3,3,3"
2178,5147593290,nature,"3,3,3,4,4"
2179,3557466757,people,"3,2,3,2,2"
2180,2229952069,urban,"3,3,2,3,2"
2181,4782564199,animals,"3,2,3,3,3"
2182,1438266048,animals,"3,4,2,3,3,3"
2183,7183819291,people,"4,3,3,4,4"
2184,8541702148,animals,"4,5,4,4,5,4,4,4,3,4,4,5"
2185,7002011594,people,"4,4,4,4,3"
2186,6160294435,urban,"3,3,3,3,3,3"
2187,4630145124,people,"4,4,4,3,4"
2188,7719808680,nature,"4,4,4,3,3"
2189,6301355982,urban,"3,3,3,3,3"
2190,8223598092,people,"2,2,3,2,2"
2191,7528993120,urban,"2,4,3,3,4"
2192,8076878695,nature,"3,3,3,2,3"
2193,4928942821,nature,"3,2,3,3,3"
2194,6261632729,nature,"3,3,3,3,3"
2195,6304155068,people,"3,3,3,3,3"
2196,8525716750,urban,"3,4,3,4,2,3"
2197,2743211425,urban,"4,3,3,3,3,3,3"
2198,5305387616,urban,"3,2,2,3,2"
2199,5052878723,animals,"4,4,5,4,4,5"
2200,3634437285,nature,"3,4,3,3,5,3,3,3,3,4,3,4,5,4,3"
2201,4310942704,animals,"4,3,4,3,3,3"
2202,8160373317,people,"2,4,4,3,4"
2203,4037638784,nature,"4,4,3,3,4"
2204,4118650212,animals,"3,3,3,3,3"
2205,7060921961,animals,"4,4,5,4,4"
2206,4193546008,urban,"4,3,4,3,3"
2207,5783966564,animals,"3,4,4,4,4"
2208,5526762482,nature,"3,3,3,3,3"
2209,4788602361,animals,"3,2,4,3,3,2,3,2,3,2"
2210,3861133541,people,"3,3,5,4,4"
2211,3165989483,nature,"3,3,4,3,3"
2212,6295422299,nature,"1,3,1,3,1,3"
2213,2328180417,people,"3,3,3,3,3"
2214,5845343192,nature,"2,4,3,3,4"
2215,6820129791,people,"3,3,3,3,3"
