#flickr_photo_id	category	beauty_scores
3407719748	animals	3,3,4,4,2
2988135870	urban	4,4,4,4,4,4,4,3,4,5
2389292828	urban	3,3,3,3,3
4650523029	nature	4,3,3,4,3,4,4,4,5,3
182782455	people	2,2,2,2,2
6527945497	nature	3,4,4,3,3
525217788	nature	3,3,3,3,3
5697294812	nature	4,3,2,4,2
5609355276	people	3,4,3,4,4
8079127105	nature	3,4,4,5,4,4,4,5,4,3
5891583240	animals	4,4,4,4,4
4294645033	urban	3,3,2,3,3
4748056655	people	3,3,3,2,3
5976435975	people	3,3,3,3,3
4847649223	animals	3,4,3,4,2,3
565728114	animals	4,3,3,4,3
736939851	animals	3,3,3,3,3
2234211310	nature	3,2,3,3,3
8475766971	urban	4,4,4,4,4
5913210816	animals	2,4,4,2,4,2
4346213550	nature	3,2,3,3,3
6480876489	animals	4,4,3,3,4
5199783609	nature	4,4,3,3,3
3405103980	people	4,4,4,4,4
531001561	nature	3,4,3,4,3
6663289431	people	4,4,5,4,4
5858030613	people	3,3,3,3,3
774204306	nature	3,3,5,3,3
3381445471	nature	2,4,4,4,3
2780880072	urban	5,5,5,5,4,4,4,5,4,4,5
2627234789	animals	3,3,3,3,3
3925127038	nature	4,4,2,4,2
8179158505	nature	3,3,4,5,3
3269152917	people	2,3,3,3,3
7829978368	nature	3,3,3,3,3,3
3446211427	nature	3,3,4,3,4
5364888248	nature	3,3,3,4,3
2348812965	animals	4,4,4,4,4,5
2417791174	nature	2,3,3,3,3
167197691	nature	4,4,5,5,4,5,4,4,3,5
3244209744	nature	3,3,3,3,3
8027197871	urban	4,4,4,3,3
2210941695	urban	4,3,3,3,4
2369826693	urban	4,4,4,3,4
6989935419	nature	3,3,3,3,4,3,3,3,3,4
328919634	people	4,3,3,2,3,5,3,2,2,2
8392442632	people	3,4,3,3,3
6983649923	animals	4,3,3,3,3,3
2320931723	animals	3,4,4,4,4
5551501050	people	4,5,4,3,3
4551646630	people	2,4,4,4,3
8170008412	people	4,3,5,2,5
4793939384	nature	4,3,3,4,3
372414263	animals	3,3,3,3,3
5211972994	urban	5,3,4,4,3
3988073364	animals	3,4,3,3,3
7334376678	people	4,3,4,5,3
7839350246	nature	4,4,5,4,2,2,4,5,3,5
5414702896	animals	4,4,3,4,3
6059291461	urban	3,3,3,3,3,3
2038399077	animals	2,3,3,3,3
1214887363	urban	3,3,3,3,4
3574750586	animals	4,4,4,3,4,3,4,3,4,5,3,4,3,3,3
4663405933	nature	3,3,3,3,3
1150950568	nature	3,3,3,3,3,3,3,3,2,3
4653564853	nature	3,3,3,3,2
23150033	people	3,4,2,2,3
6230168527	people	4,3,3,3,3
3995263270	people	4,4,4,3,3,3,3,3,4,4
7172979513	people	5,4,4,4,4,4,5,3,3,3
1446843077	people	3,3,3,3,3
5102277	nature	3,4,3,3,4
6355764405	animals	3,2,3,2,4,3
7384520308	people	3,3,3,3,3
168017525	animals	3,3,3,2,3
1519670226	urban	3,3,3,3,3
2681860465	people	3,3,3,3,2
7215414012	nature	4,3,3,3,4
5629218506	animals	3,4,5,4,4
7543531708	urban	4,3,2,3,4
7393510400	people	4,4,4,4,3
4008003642	nature	4,4,4,3,3,4,4,3,3,3,3,4,5,3,3
4284204024	animals	2,3,3,4,4
5364352334	urban	1,2,3,2,2
263424618	animals	4,3,3,3,3
3654970389	animals	4,3,3,4,3
8505116858	urban	3,3,3,3,3
7914098320	nature	3,3,3,3,3
8245386715	urban	3,3,2,3,3
2239645735	nature	3,3,3,3,3
2518459024	nature	3,2,3,4,3
27568206	nature	3,4,5,3,4,4,5,4,3,4,3,4,3,3,3,4
3658322534	animals	3,3,2,3,3,3,3,2,3,3
475244006	animals	3,3,3,3,4,3,4,4,3,3
5003743878	nature	3,3,4,3,3
2533919315	animals	4,3,3,5,4
4753746579	nature	3,3,3,3,3
7937228826	people	1,1,1,1,1
2303397350	urban	4,3,3,5,3,4
5834653646	animals	2,2,3,3,3
6881898371	nature	4,3,4,3,3
4315273753	animals	3,3,3,3,4
2058997376	animals	1,2,3,2,2
8229979458	people	4,3,3,2,3
3459513331	nature	4,4,4,3,4,3,3,4,3,4
8257944342	urban	3,3,3,3,4
7884701378	nature	3,3,4,4,4
8160400212	people	4,3,3,4,3
8272958792	animals	3,4,4,4,5
4207592054	urban	2,2,2,3,2,3
1051730898	nature	3,3,3,4,3
1305626572	people	4,3,3,4,3
6155186180	people	3,3,3,3,3
4967860761	nature	3,3,3,3,3
7980856871	urban	3,2,4,3,2
2625590840	urban	3,3,3,3,3
4574366371	nature	3,3,4,3,3
3391397176	nature	5,4,4,3,5,3,4,5,5,4
7918146682	people	4,4,3,3,3
5601098063	animals	4,3,3,4,3
6828533185	people	5,5,4,4,5
150285345	nature	3,3,3,3,3
241320762	animals	3,3,3,3,2,3,3
8031492569	people	3,3,3,3,3
6800856969	animals	4,4,3,3,3,4,3,4,4,4,4
2354917044	urban	4,4,4,5,4
487631709	nature	3,4,3,5,5
2929452237	nature	4,3,3,3,3
741100806	animals	4,3,3,4,3
2869346850	animals	4,3,4,4,4
2396039292	people	3,3,3,3,3
8079102320	people	3,4,3,3,3
4949414423	nature	2,2,3,2,3
2440889548	nature	3,4,4,4,5,4,5,5,5,3
6126897887	people	4,4,4,4,4
54070942	nature	4,3,2,4,4
239168376	people	3,3,2,2,2
324968819	animals	4,4,2,4,4
4931858810	people	3,5,5,4,3
6606033391	urban	3,3,4,4,4
3678510729	urban	3,3,3,3,3,3
6923220757	urban	3,3,3,4,3
2599504258	people	3,3,3,3,3
5550553756	animals	3,4,4,5,1,3,4,5,4,4
5510596537	nature	3,3,3,3,3
7440727306	people	4,4,4,4,4
7879372786	people	4,4,2,3,2
2898590942	nature	3,4,3,3,4
3336646085	animals	4,5,4,4,3,4
7692576580	people	4,4,4,4,4
7238684850	people	4,3,3,3,3
1532785309	nature	3,3,4,3,3
812127	urban	3,3,4,3,3,3,3,3,3,3,3,3
5263450232	nature	3,3,3,3,3
6234022986	nature	3,4,3,4,3
7780360820	animals	4,4,4,3,4,3
256633139	nature	3,3,3,3,3,3,3,3,3,3
3955813848	urban	4,4,3,5,2
6884178924	animals	4,4,5,4,4,4
2236910027	nature	4,3,4,3,4
373746857	people	2,2,2,2,2
7787881458	nature	4,2,2,3,5,3,3,4,4,4
6297658859	nature	3,3,3,4,3
37272240	animals	4,3,2,4,2
2515242735	animals	3,3,3,4,4
7498650428	urban	4,3,3,3,3
6576492821	people	4,4,3,4,4
446547347	animals	3,4,4,4,4
117920155	urban	4,4,3,3,4
6024713733	people	2,2,2,2,2
3643964334	animals	3,4,4,4,4,4
3290810218	nature	3,3,3,3,3
2265985081	nature	3,3,3,3,3
6918307670	urban	3,3,2,3,3
509356476	nature	3,3,3,3,3,3
6799100322	animals	4,4,4,3,4
7071918715	animals	4,4,4,4,4
13212044	people	1,2,2,2,2
448630626	urban	4,3,4,4,4
5679908242	urban	2,3,3,3,3
133540601	nature	3,4,3,3,4
4650541908	nature	3,2,4,5,5
4804502652	urban	3,3,3,4,5
2294962515	nature	3,3,3,3,3
4345503234	nature	3,3,3,4,2
3613470160	urban	3,3,3,3,3
7681691780	people	3,3,3,3,3,3,3,3,3,3
128651077	nature	2,2,3,2,2,2,2,3,3,3
7690166142	nature	3,4,3,3,3
8126850070	urban	4,3,4,3,3
6245339983	people	3,4,3,2,3
20952852	animals	3,3,3,3,3,3,3,3,3,3,3
2233169337	animals	3,4,3,4,4,4
8169624572	nature	3,3,3,3,3,3,3,3,3,3
6789284662	people	4,4,4,3,3
1827726297	nature	3,3,3,3,3
8198576276	animals	4,5,4,4,5
2629805091	animals	4,3,4,3,3
7789840378	people	4,5,4,4,4
6670000339	people	4,2,2,3,2
6690734665	urban	3,3,3,4,3,4,3,3,3,4,3
318635066	nature	5,4,3,3,4
153161528	urban	3,3,2,2,2
871241529	animals	3,3,3,3,3
4526913890	nature	3,3,3,3,2
463246534	urban	4,4,3,3,5
2680480542	urban	4,3,3,4,3
4609348065	nature	3,3,3,4,3,3,3,3,3,3
5785673760	nature	4,2,2,2,2
8113278960	urban	3,3,3,3,3
242022972	animals	4,4,5,4,5
7241825058	people	3,2,2,3,2
4784026101	nature	4,3,3,2,3
2712077686	urban	3,3,3,2,3
7977226931	animals	4,4,4,3,3
5939069865	urban	5,3,4,4,4,4
4409201564	nature	3,3,3,3,4
3301709703	nature	3,3,3,3,3
2712447839	nature	4,5,4,3,4
8218869374	nature	4,5,5,4,5,5,5,5,5,5
6786196398	animals	4,4,4,4,4
8157656801	urban	3,5,4,5,3
8172912465	people	2,5,3,5,4
2846457605	animals	4,5,4,4,4
3292804696	animals	3,3,3,3,3
274134737	nature	3,3,3,3,3,3,4,3,3,3
7355520548	animals	4,4,3,4,4
2716750223	nature	2,3,3,3,4
8353469276	animals	3,2,2,3,3
8388688977	urban	3,3,3,3,3
3714898655	nature	3,2,4,4,4
7510201490	animals	5,4,4,4,4
374081831	animals	3,4,4,5,4,3,3,3,3,5,4,4
2346128637	nature	4,5,5,4,5,1,2,4,4,1
659446376	nature	3,3,2,3,4
2374398832	animals	3,4,3,3,3
6816484645	urban	3,3,3,2,2,2
2862267268	nature	3,4,3,3,3
3325158671	nature	3,3,3,3,4
5009067426	animals	4,5,4,5,4
2669976	nature	3,3,2,2,3
6833483351	people	4,4,4,4,4,4,4,4,4,4
8043111371	nature	4,5,4,4,3
7622289672	nature	3,3,3,3,3
6034538359	people	3,3,3,2,3
5620003317	urban	5,4,4,5,4,5,4,5,4,4
2718082908	people	3,3,3,3,3
3714205242	nature	3,3,3,3,4,4,4,4,3,4
4008253	nature	2,4,4,4,4,4,5,4,5,3
2343740116	nature	3,5,3,3,3,3,3,3,2,3
6945245847	nature	4,3,3,4,4
7877307990	nature	3,3,3,3,3
8189714025	animals	4,4,5,4,4,4,4,4
2680905149	urban	4,3,3,3,4,4,4,4
7413294038	urban	3,4,3,4,3,3,4,3,2,3,3
7087846931	urban	3,3,3,3,4
2734728145	nature	3,2,3,3,4
5253181989	urban	3,2,4,3,3
4250717184	nature	1,1,2,3,4
4515798817	urban	3,3,3,3,3
7191447968	nature	3,4,3,3,3
230385040	urban	3,3,3,3,3
6295080212	nature	4,5,5,4,5,5,5,5,5,5
4004189678	people	3,3,3,3,4
14392679	people	3,3,3,3,3
5651748040	urban	3,3,2,3,3
235709585	urban	4,4,3,4,4,4,4,4,3,4
7564325198	urban	3,3,3,3,3,3
5616323858	nature	3,4,4,3,4
6064333197	animals	4,4,4,3,4
694499591	animals	4,4,4,5,4,4
952109528	nature	4,3,2,4,3
8047125106	people	3,3,3,3,3
8050850197	people	3,3,3,3,3
7155015235	urban	3,3,3,4,3,3,3,3
8417992768	urban	4,3,3,3,3,3
542275945	animals	5,4,5,4,5,5
5465173912	animals	3,3,4,4,4,4,4,3,3,4
4149500395	nature	3,3,2,3,3
7519188602	nature	3,3,3,2,3
5973944935	urban	4,3,3,3,3,3
6959465307	people	3,3,3,2,3,3,3,3,3,3
6903643247	people	4,4,4,4,4
5302327755	urban	4,4,4,4,4
4330399972	urban	3,3,3,3,3
5328691397	people	3,3,4,3,4
2306158	urban	4,3,4,3,4
3483001918	nature	2,3,3,4,3,4,3,4,3,3
5355927666	animals	2,2,2,2,2,2,1
5604933508	nature	3,3,2,3,3,3,3,3,3,3
5570666820	people	4,3,4,5,5
927894019	people	3,4,3,3,3,3,3,3,3,3
2846349946	people	4,4,3,4,3
3697610267	animals	3,4,3,4,4,4,4,4,4,4,4
5756880333	urban	4,3,4,2,4
6214281456	nature	3,4,3,3,2
8508118476	people	4,4,3,2,4
6480692899	nature	2,3,3,4,3,3
2861505819	nature	3,3,3,4,3
5951935278	urban	3,4,4,3,3
5955643213	animals	4,4,5,4,4
3776457167	nature	3,3,3,3,3
4133570988	animals	4,4,4,5,4
7019407411	nature	4,3,3,4,5,4,4,4,4,3
2453555539	animals	3,3,3,3,3,3
7975262623	animals	4,4,4,4,4
2843357675	animals	3,3,3,4,4
6881698946	animals	3,4,4,4,5
2538562565	animals	4,4,3,4,4,3,4
5928507252	people	5,5,5,4,5
393677112	urban	4,4,4,4,4,3,4,3,3,4
2373688505	urban	3,3,3,3,3
3578560709	people	4,3,4,4,3,3,3,3,3,3
6943293271	nature	4,4,5,4,5
2845838787	animals	4,4,4,4,4,4,5
3661087392	animals	4,3,4,4,2
4466620078	people	5,4,3,4,5
5007755321	urban	3,3,3,3,3,3
5015133440	nature	3,4,4,3,3
3836037638	animals	3,3,4,3,3,3,3,3,3,3,3
4068996309	animals	3,3,3,3,4,3,3,3,4,4
8386493000	people	4,4,5,4,4
4032515982	animals	4,4,3,3,3,3
5628100212	people	3,3,2,3,3
6138077256	animals	5,4,5,3,5
6852820663	people	3,3,3,3,3
3045147454	nature	3,3,3,3,2
5801389130	nature	3,3,3,3,3
7095686697	urban	3,3,3,3,3,3,3,3,3,3,3
8145871518	animals	4,4,4,3,4
7337276302	nature	3,3,3,4,4
7113283983	people	4,3,4,3,4
6074873659	people	4,3,4,3,3
8231224089	people	3,3,4,3,3
4043642384	nature	4,3,3,3,3
4349655462	animals	4,3,3,3,4
5471930820	urban	3,3,3,2,3
8395761068	nature	3,3,3,4,3
6976302708	animals	3,4,3,4,4
4056232685	people	4,4,4,4,3
1344392695	nature	4,3,4,3,4
2721000258	nature	4,3,4,5,5,4,4,4,4,4
849858790	urban	3,3,2,3,2
4022008882	urban	3,3,3,3,3
2623869047	people	4,3,3,3,3
7373374640	animals	4,3,4,3,5,5
8400794919	nature	4,4,4,4,5,2,3,5,4,5,3,2,3,2,3
7705827628	nature	3,4,3,3,3,3,4,3,4,4,3
4547181645	nature	3,3,3,3,3
5221532381	animals	4,4,3,4,3
5400934272	people	3,3,2,3,3
8403887994	nature	3,4,3,3,3
6722735755	urban	4,3,4,4,4,5,4,3,3,4
6711027607	people	4,4,4,4,5
274859184	nature	3,3,3,3,3
1116353811	people	3,3,3,3,2
6948217645	people	4,4,4,4,4
7515032866	nature	3,3,3,4,3
308165170	urban	4,3,4,2,2,2
6271647017	nature	4,4,3,4,3
6916711866	nature	3,4,3,4,3
2267862256	people	4,3,4,5,3
4020153659	animals	3,3,4,3,3,3,4
8024950187	people	4,2,5,5,4
2216577171	nature	3,3,3,4,3,3,3,3,2,3,3,3
2547855075	animals	4,3,4,4,4
256978637	animals	5,3,3,4,3,4
5101288014	nature	3,3,3,4,3,4,4,4,3,4
8399196443	nature	3,3,3,2,3
8041870688	animals	3,4,4,4,4
5091061711	people	4,3,3,3,3
6784080677	people	4,3,4,4,5
7420569278	nature	3,4,3,2,2,3,2,3,2,2
2180043837	urban	3,3,5,3,3,3
4593127567	animals	3,4,2,3,4
4009937711	people	4,3,3,3,4
120436421	urban	2,2,3,2,3,2,3
2618926805	animals	3,4,2,3,3
5665848500	people	3,3,2,3,3
5161015344	people	3,3,3,3,3
6943239829	nature	4,4,3,4,5
7841380964	animals	5,4,4,5,4,4
5799831663	nature	3,4,3,4,3
7089114957	urban	3,3,3,5,4
6189856187	people	4,4,4,4,4
2757234519	people	3,3,3,3,3
2967418907	nature	3,3,3,3,3
7729151450	people	3,3,3,3,3,3,3,2,3,3
2513331042	animals	3,3,3,3,3
3818493823	people	3,4,3,4,4
4294676371	animals	3,3,3,2,3
6830495818	urban	3,3,3,4,3
7882313604	animals	3,3,3,3,3
1118000954	animals	5,4,4,4,4,4
7444438838	people	4,4,4,4,4,3,2,3,4,3
1829887649	urban	4,5,4,4,3
7409360172	urban	3,3,3,4,5
3326678636	nature	3,3,3,3,3
3483813455	animals	3,3,4,4,5,5
3091844727	animals	5,4,4,4,4
6067419649	animals	2,3,3,3,3
8452850296	animals	4,4,5,3,4
6695884947	urban	4,4,4,5,3
2431719862	people	3,3,3,3,3
3659122344	nature	3,3,3,3,5
113042768	animals	4,4,4,3,4
128318644	urban	3,3,3,3,3,3,2
7098823989	animals	4,4,4,4,5
6672321109	people	2,4,2,3,2
4983021628	nature	5,4,4,5,4,5,3,5,4,4,4,5,5,5,4
6975820739	animals	4,3,4,4,4
7205322040	urban	3,3,4,4,4
3358463446	animals	3,4,4,4,4
3500285361	animals	2,2,2,2,2
8049815553	urban	5,4,4,5,4,4
8265279108	people	2,3,2,3,2
943409819	animals	4,3,4,4,3
6228165446	people	3,3,3,3,3
7588098948	urban	4,4,3,4,3
7146171953	people	2,4,2,3,2
2278592341	urban	3,3,3,3,3
578071810	animals	4,5,5,5,4,3,3,4,4,3
2694025742	animals	4,4,4,4,4
2512665560	animals	3,3,3,4,3
8400191944	nature	3,3,3,3,3,3,3,4,3,3
2562884899	urban	3,3,3,3,2,3
2073622493	urban	3,4,4,3,4
342971618	nature	2,3,3,3,3
5739725432	urban	3,3,3,3,2
2688118602	urban	4,2,3,4,2
6331510050	urban	3,4,4,4,3
4641854308	animals	2,3,3,3,3
8034356336	nature	3,2,3,3,3
7188020081	nature	2,3,3,3,2
8109448965	urban	3,3,3,5,3,3
2636375354	people	4,4,3,4,3
357937401	animals	3,3,4,3,2
3712152904	nature	3,4,4,3,3
3102063763	urban	3,3,3,3,2
1324997100	nature	3,3,3,3,2
484776493	animals	4,5,4,5,5,5,4,4,4,5
6057660520	urban	2,3,3,3,3
2668010391	urban	5,4,4,4,5
8207781361	nature	5,4,4,4,3,4,3,3,4,5
4479277174	people	5,5,5,5,5
77929186	nature	3,5,4,4,5,3,4,4,4,3
7301034514	nature	3,3,3,3,3,4,4,4,4,3
4237104537	urban	3,2,2,2,2
3909482681	animals	3,3,3,4,3
6108790855	urban	3,4,4,3,4
5102555740	nature	3,3,3,4,4,4
4753224099	nature	3,3,3,3,3
6096091433	people	4,4,3,1,4,2,2,4,2,5
120510253	urban	3,4,3,3,4
8463233242	urban	3,3,4,4,4
4551252480	people	3,3,3,3,3
3266462653	animals	4,4,4,4,3
1314069875	nature	2,4,4,5,4
218448314	urban	3,3,3,3,3
3134973603	nature	3,3,2,3,3
201243577	nature	3,3,3,3,3
8196993079	urban	5,4,4,4,2
7487903860	nature	3,3,3,3,3,2,3,3,3,3
4998583216	urban	4,4,3,3,3
3494499911	urban	5,5,5,5,5
4979618111	nature	4,4,5,3,2
290594202	animals	4,4,5,5,3
6188873374	nature	3,3,5,3,4
169642206	animals	5,5,3,4,3,4
5588863427	animals	4,4,4,4,3
6901803174	nature	3,4,3,4,3,4,4,4,3,3
4686452467	nature	3,2,2,2,2
6256892056	urban	4,5,4,4,3,4,4,4,3,4
6005327800	urban	3,3,2,3,4
3126560344	animals	4,4,4,4,4
4654344744	people	3,3,4,3,3,3,2,3,3,3
5861509097	nature	3,3,2,3,4
4454000	people	4,5,4,4,4
2215065240	urban	4,4,5,3,4,3,4,4,5,3
2808040901	people	4,5,5,4,4,4,3,3,5,5
7477016026	people	4,4,4,5,4
8501929375	urban	5,4,4,4,3,4,5,4,3,4
1789125335	nature	3,2,4,4,3
2825367618	people	3,3,4,4,3
2193520503	animals	3,3,3,3,2,3,3,3,3,3
6776995598	urban	4,4,4,4,2,3,3,5,3,4,4
3690652291	people	4,4,4,5,4
3211881282	people	1,1,2,1,1
7811241752	animals	5,4,5,5,4,4,4,4,4,4
6320491042	nature	4,5,5,4,5
8075851314	people	5,3,3,4,3
6942448356	nature	4,5,4,3,2
4145759340	animals	2,3,3,3,3,3,2,2,3,2
6121426104	people	4,3,3,3,3
4158233057	urban	3,3,3,3,3,3,3,3,3,3
6337023330	people	3,3,4,3,3
74859482	animals	4,3,4,3,4
2347772663	people	3,2,2,2,2
8384390359	people	4,3,4,3,3
5294810020	nature	3,3,3,3,3
4960858487	people	3,3,3,3,3
5606652790	people	4,4,4,3,4
6124200943	people	4,4,3,3,3
7986514882	urban	4,4,3,3,5,4,3,4,3,4,3,3
7595207370	people	4,3,4,4,3
4010602699	nature	4,3,4,4,4
8104699040	nature	2,3,2,4,5
8251245657	animals	4,5,5,3,3
4508396413	nature	3,3,3,3,3
5733878603	animals	4,4,4,4,5,4
6037430709	people	3,4,3,3,3
6897028789	people	4,4,3,4,4
5726103144	urban	3,3,3,3,2
8155905548	urban	3,3,4,3,4
2641814457	nature	3,3,3,3,3
8251108964	nature	4,3,3,3,2
336245778	urban	3,3,3,3,3,3,3,2,3,3
81888079	nature	3,3,3,4,3
5917307388	people	3,3,4,3,3
7471540654	urban	5,4,3,4,3
8086803699	people	4,4,4,4,4
6994232706	nature	4,4,3,4,4
6995281807	urban	4,4,4,3,3
7758298734	people	3,3,3,4,4
5381961687	nature	3,3,3,3,4
5179327915	animals	4,3,3,3,3
2866247075	people	3,3,3,3,3
3602463686	urban	3,4,4,4,3
6064381262	animals	4,4,5,4,4
1483002937	animals	3,3,4,3,3
1018599140	nature	3,3,4,3,3,3,3,4,2,3
527239633	people	3,3,3,4,3,3,4,4,3,4
8389419202	nature	4,3,3,3,3
5169200654	nature	3,3,3,2,3
8234934294	nature	3,3,3,3,3
430902088	people	3,4,4,4,3,3,3,3,4,4
8536820229	nature	4,3,3,4,3
5734930758	animals	4,3,5,3,4
6905776530	animals	4,4,4,4,4
4949537147	urban	3,3,3,3,3,4
74329285	animals	3,3,3,3,3
3665915563	animals	4,4,4,5,3
5017044881	nature	3,3,3,3,3,3,2,3,3,3
8529515013	urban	4,4,3,4,4
226826779	animals	3,3,3,3,4
6918392894	nature	3,3,3,4,4
8167481124	people	3,3,3,2,3
7709743638	nature	3,2,3,3,3
6200944613	urban	3,3,3,3,2,3,3,2,3,3
2755858639	nature	3,3,3,4,3
4502857082	nature	4,2,3,3,3
443716880	animals	4,5,4,4,5
1608137826	urban	3,2,4,4,3,3
5679223027	people	3,3,3,3,4
323625957	animals	5,5,3,4,4,4,4
6679794475	nature	4,4,4,3,3
3655551386	animals	3,3,2,3,2,2,2
436274757	animals	3,3,3,3,3
3815311533	urban	3,3,3,2,3
6825262879	animals	4,3,3,3,3
7868693764	people	3,3,3,4,3,3,3,3,3,3
8004748504	nature	4,2,4,2,4
6240338361	urban	3,3,2,4,3
5902787077	urban	4,3,4,4,5
1437488261	nature	2,3,2,3,3
5725788340	people	4,4,4,4,5
7373073264	people	5,4,4,5,4
3468131261	nature	3,3,3,3,3
7315987476	animals	3,4,3,4,5
2963735207	people	5,4,4,3,4,4,3,4,3,4
6618937451	nature	4,3,4,4,5
2940520564	animals	4,3,3,3,3
483046028	nature	3,2,3,4,3
7799253746	people	4,4,4,5,4
3605584708	urban	3,3,3,4,4
8520598815	urban	3,3,3,4,2,4
5799842203	nature	3,3,4,4,3
8520461858	nature	3,3,3,4,4,4
3128514379	urban	2,2,2,4,5
1176673172	animals	4,3,4,3,4
4145954865	nature	3,4,3,3,3
8426780458	urban	3,4,4,3,4
246635554	nature	2,3,3,3,3
6141582217	urban	3,2,3,3,3,3
5625123336	nature	3,2,3,3,4
8167550073	nature	3,3,3,3,5
7067383049	nature	4,2,4,4,2
6855957373	urban	3,3,2,3,2,2
5521983460	nature	4,3,3,3,3
7254321374	people	4,3,4,3,3
3725612087	nature	3,3,3,3,3
13859114	people	2,2,2,2,2,2,2,2,2,2
1241884002	animals	3,3,3,3,3
5988660152	people	4,3,4,4,4
5626451637	urban	4,5,5,4,5
8529131622	urban	2,3,3,3,3
5235051043	urban	3,3,3,2,3,3
6408458015	people	4,4,4,3,4
6400201373	animals	4,3,4,3,3
5418859507	people	3,3,3,2,3
202851080	urban	3,5,4,3,3
675501593	nature	3,3,3,3,3
4193429368	urban	3,3,3,3,3
4488160213	nature	4,3,3,3,3
5594017100	urban	3,4,2,3,2,3
570481551	nature	4,3,3,3,3
6964021994	animals	4,4,4,3,3,4
6681780851	people	3,3,4,2,3
5885566023	nature	3,4,3,3,3
6544107509	animals	4,4,4,3,4
6213752664	animals	3,3,3,4,3,3,3
6646304233	urban	5,4,4,5,4,4,4,4,3,5
2466563143	urban	3,2,3,3,3
5700399969	urban	5,3,4,4,3
540912350	nature	3,3,4,3,2
398196660	animals	3,3,3,3,3
3393407708	urban	5,5,4,4,4
7759869242	animals	5,4,5,4,5
5053337028	nature	3,4,3,3,4
7749688588	urban	4,4,3,3,4,4
7955961724	animals	4,4,3,4,4,4,3
6896731791	urban	3,3,3,4,4
3192001471	animals	3,4,4,3,3
278073034	animals	5,3,3,4,4,4
8268067976	animals	5,5,4,1,5,5,4,3,5,5
4350964868	urban	5,4,5,5,4,5,4,5,5,5
3489005860	nature	3,3,3,3,3
5529788958	people	4,5,5,4,4
6069512376	urban	4,3,3,2,3
3535844974	nature	3,3,3,3,3
5321869270	nature	5,4,3,4,2,4,4,4,3,3
196137276	urban	4,3,3,3,4,3,4
6236205884	nature	3,3,3,3,4
3808463722	animals	4,4,4,5,3,4
3695814144	nature	4,4,3,3,4
8446443942	animals	3,4,3,4,4
6079116360	nature	4,4,4,4,4
3660752677	animals	3,4,3,3,4,4
5390576258	people	3,3,3,3,3,3,3,3,3,3
5817519879	nature	3,3,2,2,2
2545197033	animals	4,2,4,4,4
7798024102	people	3,3,4,3,4
6930525393	urban	3,4,3,3,3
5451084867	urban	3,3,3,3,3
3706105271	urban	5,4,4,4,4
7470783012	urban	4,5,4,4,4,4,4,4,4,3
4677015411	nature	3,3,3,4,3
3801987960	urban	4,4,4,3,3,3,3,5,5,3
4512182722	animals	3,3,4,4,3
4390344785	urban	3,3,3,3,3
5688160876	nature	3,3,3,3,3,3,3,4,3,4
6217211060	people	4,4,3,3,5
3602107677	people	3,4,3,3,3
29915586	nature	3,3,3,3,3
2346549702	animals	4,3,4,3,3
8264542629	nature	2,4,3,3,3
5546134597	nature	3,4,4,4,2,4,2,4,4,3,4,2,4,4,3
8077489828	nature	2,3,2,2,2
208317793	nature	3,4,3,3,3
5727438439	nature	3,3,2,3,3
5550244456	people	4,5,4,4,4
2816805212	nature	3,3,3,3,4
131917531	people	2,2,2,2,2
1429557002	nature	3,3,3,3,3
3201097095	urban	3,3,3,2,2
7701836058	urban	4,4,5,5,5,5,5,4,5,4
2415877404	urban	4,4,5,5,4
7422470786	nature	3,4,4,3,2
5360626130	nature	3,3,3,3,4
8220683280	people	5,5,5,4,5
7123801923	people	4,3,3,3,3
229056405	animals	5,4,5,4,5
3231495181	people	4,3,2,3,3
7156379583	animals	3,3,3,3,3,3,3,3,3,3
61603881	nature	3,4,3,4,3,3,4,3,4,3
5922968901	people	3,3,3,3,3
7485399428	urban	3,3,4,3,3
2775288104	animals	3,3,3,3,3,3
6022309944	nature	3,3,3,3,4
5024523769	people	3,3,2,3,2
4789268287	urban	3,3,3,3,2
6841526797	people	3,3,3,3,4
5537662862	people	4,4,4,5,4
3742958222	people	4,3,3,4,4
6298187044	nature	3,3,4,3,3
301564383	animals	4,4,4,3,4,4,4
7835324090	urban	3,3,3,3,3
5645575056	people	3,3,3,2,2
50649875	people	3,4,3,2,4
7187556939	urban	4,3,3,4,3,4,3,3,3,3,3,4,3
4303123230	urban	1,1,1,3,1,1
3694908634	nature	3,3,3,3,3
66726150	urban	3,4,3,3,3
2722186552	animals	3,3,4,4,3,5,3,4,4,4
3932317883	animals	4,4,4,4,4
7314143720	animals	4,4,3,3,3
6939670767	people	4,3,3,3,5
5231143778	animals	3,3,3,2,3
7875992510	urban	4,5,3,4,5,4,5
3537483051	nature	5,4,4,5,4
6056251760	nature	3,3,3,3,3
8908616	animals	3,3,3,3,3
2116303720	animals	3,2,3,3,4
4161061473	nature	3,4,3,4,3
6560806067	urban	5,4,4,3,4
7785105608	nature	3,3,3,3,3
117560220	animals	3,3,3,3,3
177275929	animals	3,3,3,3,4
5428420464	nature	3,4,4,4,5
5949212800	nature	4,3,3,3,3,4,3,3,3,3
7667176142	nature	3,3,3,3,4
5386964562	urban	4,5,4,5,4
1300459117	animals	3,3,3,3,3,3,3,3,3,3
6160144714	animals	4,5,4,3,4
