TEXT_COLUMN_NAME,LABEL_COLUMN_NAME
"Interesting concept.However, in my opinion, there is sometimes a lack of :- practice especially for the coding part (entire courses are exclusively theoretical)- explanations (during the courses, I have heard several times this sentence : ""don't ask me why"", which is disappointing in my learner experience and frustrating not to get the answers I was expecting.)- subject mastering (the ""teacher"" seems to be lost sometimes and admits not being able to explain some parts of the course, which may confuse and demotivate learners not knowing exactly what they are being teached and how it works.Moreover, in the courses covering database subject, security issues are involved. Example week 6 - c video how to send a ROAR from the app to the internet)",2
"This Course is very easy to learn, all it's themes are so good explained.I'm sorry but I might to change the RATE of this course.All went well until the course started reading the explanation of code , after that ... I lost , and I could not continue , because It just came out of nowhere , coding , there wasn't a previous step that says , we will encode here , or are we going to do this somewhere ... just appeared and disappeared as it appeared ... ... we were very well ... but I can not say much more !",2
I can't understand why this guy is trying to teach me if he doesn't know how to code?!,2
"Lectures were extremely good, but assignments and graders were very low quality and difficult to decipher requirements from. Professors and TAs were not active in the forums.",2
No slides or writen support to guide the student.,2
"Unnecessary video segment at the start of each lecture is annoying and a total waste of time. The content of the course lacks in substance compared to the ""An Introduction to American Law"" course. So much time spent on European effect on British law: this is not a course for lawyers, I would presume, but supposed to be an introduction.",2
"All talking, don't even have slides to assist with the presentation of materials, also seemed to have focused too much on the European Union/Convention instead of the Common Law itself.",2
thanks it just needs more time,2
"Cheesy. If you mess up in your delivery, press the little button and start over! Needs some judicious editing.",2
I did not meet my expectations from the course,2
"The idea of having support with the videos does not work with this course. Also, the exams do not match at all with the information provided. The anwers to the exams are so relative or subjective, and that's a problem for those who does not domain English very well, just like me.",2
"A lot of reading material is unavailable (link does not work or it is behind paywall).I also found the videos lacking. For example, there were 5 important tips and only one was given, before jumping at next topic.",2
"Brief, high-level ideas. Could use more specific examples.",2
"I think the teacher was very welcoming, but the content was less than enough to answer the quizzes. In the quizzes, every answer choice was correct and there wasn't any possible way to discern. What the teacher said and complemented with the lectures didn't match with the question answers. So, my score is ""2"".",2
"There wasn't a lot of information inside the video and the test's questions hade multiple possible answer.However, the links to ressources such as HarvardReview or Inc.com were pretty good and usefull.",2
"I expected much more information in videos. Instead of that, videos are very short and provide only few information and don't allow us to pass the exams at the end of each module. There are some link to websites where you can learn much more and which are not even written by the professor.",2
"a nice ""entry level"" course lacking a forum discussion... was not even able to report some issue with videos and no explanation provided with quizzes results :/",2
Tiny lectures and no readings from professional books,2
The material was well delivered but I found it distracting to go between the video lecture and the additional material.,2
The value of this course is the collection of reading materials that can be found in the same place. The lectures don't add much to the course.,2
not so much live examples full of theories.this has been thought in class it self.,2
The materials explaining the course are too poor. This is a core course in the specialization.The quizzes are out of the material's league,2
"The course and presentations were very informational and good. I enjoyed that aspect. I would have rated the course 4-5 star based on that. The reason for the low rating was the 6th module, and the fact that I felt very ill prepared for the syntax of creating all the operations in Spark (building out the Jupiter notebook). We really did not cover much of that, and it was quite punishing to search the web and sources to make things work. Even the instructions to export the csv file were misleading at best. I have a full time job and a family, I am not some young undergraduate with copious amounts of time to waste. While I am not opposed to some searching of other sources, I would like to have more of the useful information taught so that it is not so much of a burden. I believe that if you are going to test people on something, you should at least cover it in some sense.",2
The VM doesn't work out of the box sometimes for the hands on activities,2
"Poor presentation of topics, I don't recommend.",2
"The last assignment of the course is, compared to the others, more difficult. In my case, I ran into several errors which I couldn't get help in solving by using the course Forum, as the end of course deadline was just a few days ahead. I had to analyze the tweet texts for the last graded assignment without using Spark framework (nor any of the other ""Big Data"" tools explored in the course).I also found some of the videos by PhD. Amarnath Gupta were difficult to understand, his examples were unclear and, in my opinion, too complex and difficult to follow and understand what was the reasoning thread.",2
I miss a proper buildup from the theory to the practical exercises. Especially the last quiz I found very difficult based on the limited number of exercises presented upfront.,2
I had many problems with the final two programming assignments with running Spark in the VM and there isn't a lot of help available online.,2
"Overall this course does have some good content and delivers big data concepts. However, as others have mentioned some content (especially in early modules) could either be combined or ommited. Key focus areas on Spark and MongoDB are not given enough focus and lab time.The quizes have badly worded questions. Finally the last assignment required to pass the class has bad directions and covers content not reviewed in the class. Spent a frustrating amount of time trying to get what most likely is simple code to work.I'm hoping this particular module is revised. For those just interested in learning Spark or Mongo and not doing the certificate program you can probably get better learning from doing your own research.",2
"Quizes are inconsistent with given dataset. Questions are bad: i.e. what is the difference between ""number of distinct countries mentioned"" and ""number of countries mentioned in tweets"".",2
"Weeks 1 &2 were worthwhile. Weeks 3 & 4 were very thin, not really up to expectation based on first course or even first two weeks",2
"If there hadn't been so many hiccups with the videos and quizzes I would recommend this course. However, I lost a great deal of time viewing incomplete videos and trying to complete quizzes covering material that was not addressed or only partially addressed in the videos. Then had to go back and Review all the videos once they had been re-uploaded. It was a very frustrating experience. I lost momentum and even motivation and as a result am now behind with the assignments and quizzes.",2
The course started really well and followed on nicely from the first course in the series but I'm really disappointed and frustrated with the video editing issues. Many were fixed but there are still some errors/omissions and the second half of the course was very short of content compared to the rest. Such a shame as I'm sure the writers really know their material and conveyed so well when the content was there. I'm looking forward to the next course and hope the material is all ready to go!,2
"I had really high expectations from the course, I believe but it wasn't upto the mark. All it went through was some basic though I would have expected to go in details esp. for Aperture, Shutter and DOF.I am not sure if that i going to be covered in next unit but having gone though the basics in 1st unit, that was expectation in 2nd unit.",2
"Machine learning is too simplified and spark part is not even explained, also very little relation of all course with Big Data.",2
Almost a useless course - ML overview using KNIME which gives no insight whatsoever.,2
really... strange. Kind of childish.,2
too much external references,2
"I had some issues with this course which is why I rated it a 2.First off, let me start by saying this is a very good overview of what the Cybersecurity Terms are, but I wish it went deeper into the subject.1. Having to pay just to take the quizzes for an overview course is kind of a joke. I could see asking for money if you went into more detail information regarding each lesson, but just telling me what each term means and then pointing me to a website, then asking for 50 bucks is kind of cheap considering no in-depth information was ever given.2. Why did you have all of those people that are in the field of cybersecurity just read off a list of terms? You could have done that, kind of a waste of time for those other people. I am guessing that you had to pay them. Which would explain why you are asking 50 dollars just to take the quizzes.3. Where was the real life experience? Explain to me the most common mistakes people make with each of the different type of networks as securities. That would at least be worth 50 dollars, for some real world practical use. I could have easily googled these terms and have in the past. I thought it would contain more detailed information about the subject considering is technically an online course.",2
No useful info for me,2
"Too short lectures;The study material is not properly defined, only entire books to read as reference;The tasks/tests are all literal parts of the books to complete, no understanding of the subject is motivated, but memorizing and tiring reading of books without proper directions.",2
Boring course... useless videos... only the referential resources and exercises are good,2
Poor video lessons. The course is sustained by the reading material alone.,2
"This is the poorest Coursera course I have participated in. Very few and short videoes that only scratches the surface of Cybersecurity. Instead you are directed to massive amounts of readings with no guidance on what should be read. To read it all includes sometimes +1000 pages for one week (not going to happen). I ended up just reading the introduction, glancing through the texts and searching for the answers for the quiz.This course totally miss the purpose and potential of MOOCs and the great Coursera platform. It's a shame.",2
"Poorly made very short videos that do not explain the subject matter, some of the content is outdated.",2
"The course is for an overview of many aspects of cybersecurity. There are many resources to read, videos that briefly discuss concepts of the week. Then there are quizzes and discussions with the topic of the week, doing the possibility at the student to talk about that and post his idea for assimilate concepts and reaching goals of the course. This is useful also for discuss with other students and how your ideas is viewed.I think there is a very basic course in his entire length, with more reading lectures at academic or professional level not for a beginner. it can be adding videos with more length and in-depth that in a easy way the ten domain about cybersecurity.",2
Very very broad with no real depth. Basically a very light summary of what cybersecurity is. You could watch all of the videos in 30 min probably. The real course comes from the reading and peer discussions.,2
This course is not prepared as well. You see several video with animated presentation and typical (vocabulary) terms.It is not for beginners because in course you didn't find answers.It is not for pros because in course you didn't find interesting material.Hope that instructors can change course to better.,2
Could have utilized video lectures more. Questions on final exam did not seem to relate to materials covered in course. Course seems to just comprise 1 or 2 minute long video lectures and then direct students to vast amounts of online reading material.,2
Videos seemed disjointed. Assignments were marked inconsistently. Did not find the subject interesting but the course did give useful insights into the industry.,2
Videos are very brief - slide presentations of course outline. One has to depend entirely on reading materials to understand the course.,2
"Pretty average and way too short/fast paced videos. Felt like it was put together on the fly. I don't usually review but this was not great, the reading material they linked to was the best content overall.",2
"The videos and documents are not balanced with the quizzes. The quiz questions are sometimes verbatim sentences from one book with a missing word - which I find hardly a test of acquired knowledge. The course must rise above only a few definitions and rough concepts. Most of the video's hardly offer insights - they last only 2 minutes and cover a few of those definitions. This course has a lot of potential, but in its current format and content it was a disappointment.",2
I'm going to try to continue to the end but the first three weeks is probably 15 minutes of videos with the most annoying music available playing for way too much of the content. I also didn't need to watch 10 seconds of an animated caveman grunting and smashing things on the screen. I would probably enjoy that part more if I felt that the information that is supposed to be learned over three weeks was more information than 5 pages in a book.,2
One of the absolute worst final exams I've ever seen. Vague questions coupled with synonymous answers form a frustrating experience that ruins an otherwise decent entry in security topics.,2
Very basic,2
"This required a lot of work with little gained. Some questions, referring to budgets and site layouts, required skills that weren't learned in the course. The 3 word feedback comments I got from all reviewers did not feel like worthy responses to the amount of time I put into this project. Additionally, I was graded negatively by some reviewers without reason, as happened in other sections. Overall, not really worth the money for a paid certificate. Would be nice if maybe for the capstone only, some sort of professional or professor weighed in on your project for some legitimate and helpful critique.",2
"Don't have the certificate to certify that I've undergone the course. It is sad. The content of the course is good. However, without the certificate it feels like all my efforts have gone in vain. Please look into it.I would like to receive the certificate, I am willing to pay for it. But I don't know how",2
very slow and boring. needs better and more relevant examples. Instruction should be more fast paced.,2
I didn't learn many data science concepts in this class,2
I am a developer and know how to create advanced websites. This course has less use for me as in my day job i create sophisticated websites,2
"seemed like a filler, nit are why this was included",2
"Would like to use the time to learn more machine learning/predictive technique, etc.",2
Some of the assignments seemed overly complicated and irrelevant to the topics discussed. On a few occasions the videos would mention something but never discuss the reasoning. Once I posted to the forum and no one answered so I never asked about the other questions I found during the videos.,2
Pros:Effort has been taken in putting up the assignments.Cons:Quality of teaching is very poor and too fast to follow through . Instructors have rushed to present course material . I would not recommend this course . Princeton and Stanford offer much higher quality and presentation on the same topics.,2
I couldn't take the instructor seriously. There were too many comparisons to Harry Potter and various three and five act formulas. I wanted something that would be practical and adaptable to the ideas that I'm working on. This just wasn't the right course for me. The assignments felt like they were pointless as well.,2
"Too prescriptive and prone to lists. ""Do these 21 things when editing a novel"". If that's what I was looking for, I could search the web for blogs. Maybe this was too beginner focused for me, but I'm not sure I learned anything really useful here.",2
Very basic course with an extremely limited view on what makes a good plot.,2
"Felt very much like an exercise in writing-by-numbers. Assignment instructions were too vague and the pass/fail grading system meant lots of classmates were upset that their work was not appreciated or understood. So many people on the course do not have English as a first language that the marking is often erratic. Great that non-native speakers are trying to write in English, enriching the canon, but in those circumstances a pass/fail system seems misguided.",2
I hope the instructions were cleary and not too vague that it was open to many interpretation. An example would have helped and the rubrics/criteria for grading should have been shown beforehand so students would be guided what points they would consider when making their piece.,2
"The material isn't bad, and it does provide some interesting prompts to think and write about. But, the curriculum is not at all creative. It focuses on easily teachable and repeatable lessons that teach a certain, standard way of doing things. It tries to reduce creative writing down to a formula instead of acknowledging that many compelling and successful stories can have almost any imaginable form. If perhaps many types of structures had been emphasized or structures had been pointed out as optional, this would have been mitigated, but the time period is so short that there's no time. The result is a class that feels more like ""Writing: How to Make a Formulaic, Sellable Book"" than anything with ""Creative"" in the title.",2
"Undoubtedly the course instructor is very knowledgeable. However I did not take away as much from this course as I would like to. It is mostly theoretical; very limited examples. I also missed the bio in biostatistics. A title like ""Mathematical Statistical theory boot camp"" would be better suited. I believe having a set of cases that get reused in some form over all lectures would be very beneficial for -at lease mine- understanding the topics. The form of lecturing is not using the benefits that an online platform offers. So instead of short interactive videos, this has slides with lengthy essential spoken word with it; hardly summaries.",2
"He terribly prepared us for quizes and gave about 4 examples in the entire course. I filled a notebook with about 40 pages of notes, about 3 of which were useful for the quizes. Though content was good, but i found myself looking things up because of his somewhat neive explanations of difficult concept.",2
"Very, very, very basic intro. The entire 4 weeks could have (and should have) been condensed into 1 week.",2
i feel that the course need more explanation .. i got really lost in the begging of the HW,2
"Very basic course, I was able to complete the 4 weeks on content in a weekend. I would recommend skipping this module and moving directly to the R Programming course.",2
"A very big difficulty for me, French people who uses to speak english everyday for may work is that :1) Teachers don't do any effort to speak slower and to articulate2) As with all other courses I've attended in english, it's impossible to read a transcription, even in english, while reading slides.Slides are not sufficient by themselves, i.e. without commentary beside. The workaround I've used is to print french translation or english transcription and read it, trying to guess which part suited with which slide ...For a non-free course, it's not really professional ...",2
"This is really bad structured. As analogy - imagine a cookbook that says: in chapter 8 you'll learn how to cook pies, but here in introduction let me tell you how to add baking powder in them. It is not useless information it is just very out of place.Learning some git commands was the most usefull in the course for me. (Though again, why would you first show the commands and just after that explain what's the tool for and where to download it?)And by the way it takes half a day to cover all 4 weeks material (listened through all videos, installed the tools). Which is not bad, just of other users information)",2
Too basic!,2
"This module is just enough material for 1 or 2 lectures with ""How to get started"" notes..",2
Only informative. Not worth it outside the specialization.,2
"I mean, it's replicated in the next classes, and it has silly questions in the practice quizzes. It's not worth it. Just kill this.",2
"Too easy, very basic",2
"A good intro to the tools required for a Data Scientist. However, could cover the usage of the terminal and Rstudio better.",2
"Is this entire course going to be watching videos of powerpoint slideshows, wrapped in a rather buggy website?",2
I didnt learn anything about data science. I could have learned how to install all those tools by myself,2
"It is too easy as a ""university"" course. It is much more like a pratictioner course. The final exam is ridiculous, really too easy.It can be thought as a week course instead of a four week course.",2
"This was really basic information. It's not really a 4 week course. It takes several hours. The info is necessary, but it's sufficient as a single week of content for a larger course.",2
a bit too simple to be a paid course,2
"There just wasn't much to this class. It's not bad information, but it could have been done in one week.",2
"Very very introductory. I didn't find the tooling aspects of this course particularly helpful, but I'm not in the target audience. It's length was misleading -- I completed the work in two days easily, but I am a technologist, and already had the tools installed. If you use GitHub and RStudio, the meat of the course is only about an hour of the lecture.",2
I thought this was very very basic,2
"The course is fine, however its more an introduction than a course. The course in itself doesn't teach much, should have been the first week of subsequent courses. I went through all 4 weeks in 1 week, the whole course is mostly about downloading different tools and signing up for accounts.What I didn't like is that the teachers seem to be really concerned about their reputation and workload. Its repeated several times that you shouldn't email the teachers with questions and that online questions should be of a certain standard, its understandable but its a bit patronizing. I think teachers should be available for questions, even if its only through the forum (which they are) Its understandable that there are a lot of students so direct emails might overwhelm but that's just part of the job, we pay for the course, we should also get support when its not working for us.Overall I wouldn't advise taking this course if you aren't taking it as part of the specialization.",2
"Would like to have seen more material using git and git bash commands. More repetition here would be helpful. Seems like a lot of this information will be lost or forgotten when it comes time to use it, especially as it relates to the Data Science Specialization.",2
"Very shallow overview, not really a full course I'd say.",2
Very basic,2
Very basic even for people with no DS background.Issues with quiz having passed and results showing as failed. Inability to speed up and move on to next module,2
Not sure this should be a course that is charged ....on to the next one now.,2
Introductory Course mostly around installation and setup for the other courses in Specializations,2
"This course is not very ""beginner friendly""",2
It's an extremely basic introduction... which doesn't help in much for the next session (R Programming),2
Extraordinarily basic. Entire thing can be done in about two hours.,2
"Jumps around, doesn't put anything into ""real world"" examples.",2
"Too basic, this should just be a read",2
they made this many courses as they can earn more money.I dont think this course should me taught seperately,2
"The course is well structured and provides a good introduction, however, I expected a bit more from a course that costs 20 pounds than just a few clips on how to install and set-up software/create a github account etc. This information is available for free online on the websites of the respective software.I understand that such an introduction is needed for the course, but then do not offer it as a separate 20 pound module. Instead include it for free with any other 'specialization' you can buy.",2
the speech is too fast to be catch up with and doesn't have much useful contents,2
Sound is too quiet,2
"It is a nice introduction, but the material is barely worth a one week orientation lesson (I have completed it in about 4 hours with watching all the videos, taking detailed notes, and completing the quizzes for 100%) . Why should we pay for a specialization preview, we can read info about the separate courses on our own? I am really looking forward the next courses in the specialization since I really need a good course in statistics and this seems to be one, but the first course should be eliminated. The installation of R and github account videos should be added to the next course as an introduction.",2
It's more a preview than an actual class.,2
This should not be a course of its own.,2
"Extremely remedial. Not worth the time or cost on it's own, unfortunately it's required for the specialization.",2
I didn't get much out of it,2
Really poor quality of the material.,2
"This should not be its own course, as it would be pretty useless if you were doing it on its own without doing any of the other courses. The end of course project literally being just to make a Github account and download R-studio could be quickly covered in the first week of the other courses.",2
"Might be useful for total newbies, but this was very simple for me.",2
Barely any depth,2
Too short and easy.,2
"Maybe, I am already somehow experienced, but I think that the time I spent on that was a waste :/",2
Not much substance to this course,2
Nice introduction but actually very little content,2
Very introductory. This material could have been compressed into 1 week.,2
"I think this course could have been done in two 30 minute videos. It jumps in with overviews but contain some high level items you won't understand until later in the course and it really doesn't give enough context to be meaningful at the time. It almost seems like it was thrown together without a clear mission of what should be in the introduction. Being a developer who has used some of the tools in this toolbox (Git, GitHub, Command Line) this intro really glosses over tools that most non developers won't understand. If I had a say in what should be in this intro it would be one video end to end of setting up the tools. The second video would be all about the history and logic and some of the applications we will be exploring without all the r formulas in the slides.",2
Very basic introduction to Data Science. Seasoned programmer or other IT professionals are likely to find this course really weak.,2
This could probably be compressed into a single week of setup for the R Programming course. There isn't much in terms of substantive learning here.,2
The course is very simple,2
Very little information for the cost. I was done with the whole course in a few hours. The review in the next course covered most of the same things. It certainly wasn't worth the price.,2
"You will learn some command line commands, git, Github, and what you will need for eventually using R.I was a bit annoyed that this course is a requirement for the Data Science certification (which is what I am after). I already knew everything taught in this course and was a bit annoyed I had to pay for this in order to complete the track. I think 'courses' that are fully setup like this should be opt-in not required.",2
"It is generally good course, but I feel it is just a combination of very little tools, skills and ideas. I believe it is quite complicate for me to understand, esspecial git and github. I think it is better to combine this course in other courses where you need it.",2
"Good introduction of what is to come, but nothing too provocative or thought provoking.",2
"Dry videos. Most classes are someone showing how they do something their way, rather than guiding or teaching with the intent to have the student absorb and re-apply principles.Very difficult for a student to absorb material from this video series",2
"Hard to follow with a lot of technical intructions right off the bat with inadequate explanation, a lot of ""read more about this at <insert URL>."" Videos were boring and the instructor was invisible just reading off the slides. Not very engaging.",2
Didn't provide much info beyond the basics of git. Could have skipped this one.,2
"A very beginner level course aimed at starters who dont have much experience with Data. Emphasis was on teaching Data Management with area of our interest. In Order to support this, assignments didnt had clear objective. I would have learnt a lot more through a course had they been more defined assignments.Not a course if you are looking to be ready for data related interviews. However, this course will be okay if you are working on some other field and want data management as an extra skillset.",2
It is too small and shallow. Whole specialization is actually one full course split into 4 tiny parts.,2
"The content is OK, but that's about it. Near zero interaction from staff, short videos leave a lot to be desired, and worst of all, there seems to be a problem getting everyone's assignments peer reviewed (which makes no sense).There is a somewhat comical thread wherein staff direct students to contact coursera directly via a ""contact us"" link on a page, but get this, the link isn't there. Students repeatedly pointed this out only to get directed again to the non-existant link. In an online forum it's important to actually address concerns. Replys that avoid directly addressing concerns sound like automated messages. And that's the feeling I get here.This course requires a DIY attitude and a willingness to proceed without feedback.If you're looking for a good example of online learning, look elsewhere.",2
The quizzes are not set up correctly and you get marked wrong when you put in the correct answers. It seems that the course was rushed and not properly tested before it accepted students. The content is good and that is why I gave it more than one star.,2
"Please stop reading from the screen, it looks ridiculous.",2
the course really covered information I knew but made simple concepts complex - that is just my opinion,2
"Amy Blooms assignments were so complicated and obtuse that they were hard to dive into. The lectures didn't particularly hold me , either. Often, what the lecture was titled and what was taught seemed totally unrelated. Could be improved but at least it kept me writing.",2
I am honestly not a fan of Amy's teaching style. She seems to have a discussion with herself about character building techniques but not really explain the technique nor structure it for the student.There are too many shop talks.I would rather have a structure explained to me and then hear a discussion... the way Brando Skyhorse does in the Plot course... really a let down. I will have to buy the book she keeps averting I guess... after spending quite good money on the course already. Pity,2
Instructions were very unclear compared to the rest of the courses in the specialization.,2
"I didn't find this course particularly helpful or useful. I'm not sure why, there was a disconnect somewhere, I think maybe that I didn't receive the help that I feel I still need on the subject of how to create a great, memorable, believable character. Also, some of the assignments were confusing. Nothing really stands out about this course, and it was actually a bit boring and I don't feel I learned anything related to the subject. Everything about this class needs some work: the videos, the instruction/syllabus/content, and the assignments. Sorry, I didn't like it. =(",2
I didn't think there were many solid pointers...and not much that was original coming from the instructor herself.,2
This was my least favourite course in the the Creative Writing Specialisation. I learnt a bit about creating characters but I found the lessons bland and the assignments difficult to understand.,2
"this was my least favorite of the classes - the lectures ere not informative, and far too lofty. The style class, the plot class and the setting class all had detailed, concrete teachings, whereas these lectures were too airy. Most of them consisted of authors chatting with each other. The assignments required real craft however, and it would have been helpful to LEARN those skills in the modules.For example, one assignment asked us to describe a character in a setting, while they were not actually there - say a divorced nurse in a hospital. Not once in the lectures were we ever taught HOW to do this. We watched a series of author fireside chats, and then people bumbled through the assignment. I really wanted Amy Bloom to just walk over to the board and draw a character and say ""this is a woman, she's divorced, she's middle class, she tends to get very angry when things don't go her way"" or whatever,and then draw out a list of how her internal states might manifest in the world around her - she throws things, she's disorganized, she writes mean notes in the patient charts.I wanted her to teach. She seems to think we already know how to do things like imply a characters state of mind through action. I mean, for a beginning writer, its helpful to just make a list of details about a character - where they're from, what they like or don't like, what sort of flaws they might have and so on. We did barely any of this. It was assumed we knew the basics of characterization, but most students did not!some of the other students frustration and confusion came out in the peer review, which was a bad sign.",2
"I didn't find this module very helpful and some of the assignments were truly confusing. I wish there was more ""meat"" in the sessions and more availability to access the lecturers more readily when there was confusion. I don't like the fact I pay money for other people to ""assess"" my work when half of them don't even read my submissions properly. Or the question. Or both. So if the lectures don't stretch me, I find my money spent unwisely.",2
"Very limited teaching and contradictory assignments. For those with English as a second language be aware this course uses grammatical terminology but in a stylistic way and can cause a lot of confusion. Assignments are weak but as a whole for the four courses making up the Capstone just grit your teeth and get through it, the least enjoyable and instructive of all four.",2
Could have been better. It was little boring when this type of course should be super exciting,2
I don't like pay to submit courses.,2
"The videos were ok, reading materials added some value, although about three years have passed since the launch of the original course and the materials are all the same. I expected that something new would be introduced to give it a bit more value. But what is very questionable is the architecture of the quizzes. On one hand it goes way beyond the simplicity of the lenght of the course, assume a mindset that extends well beyond this course, and on the other hand after doing the quizzes some times and observing the considered right and wrong answers, some of them - to say the least, are highly ambiguous and express a personal point of view of the instructor in what is right or wrong (what by itself is not very reasonable), and lack ultimately in objectivity regarding the materials covered. I am not by any means saying that the quizzes are hard or simple, I am saying that they lack objectivity and go beyond the scope of the materials and try to put the student on a state of trying to guess what the instructor's opinion is regarding the question at hand. In some cases the 'best' answer chosen is absurd. Highly questionable this approach. Again, I believe that evaluations should be challeging, but these quizzes are a bit esoteric, they lack objectivity.Nonetheless, it is important to say thank you for being present in this platform and having the will to put it together. I wish you luck for the future.",2
Strong accent,2
"I was looking for a course that discusses how to think about the data and how to manipulate the data based on the questions you have. This course was more basic and didn't really focus on the many ways of visualizing the data to tell a story. The course did not discuss the pros and cons of each type of visualization (e.g., pie chart vs. line graph vs. column chart etc but of course more complex because we are using tableau) with the type of question and answers you are looking for. This type of content is what I was most interested in.",2
This course basically treats you like an extremely slow-learning retarded individual. Totally waste of your time by watching a bunch of videos. The contents are so thin. All the contents covered in these course videos can be summarized in a 10-minute video. If you have a lot of time you don't know how to spend. Enroll in!,2
Each week was only about an hour. Most MOOC courses I've taken have at least 3 to 4 hours of content and learning. Very little learning for a 4 week course. This is a 1 week course stretched out to 4 weeks.,2
The instructor moves very slowly (both speaking and covering topics). Points get belabored (I usually watched the lectures at 1.5x speed but I also have some basic Tableau experience).,2
"The course is very preliminary. Its content can be covered in one session and does not need 4 weeks. The assignments were not clear enough. The course material can not be downloaded and can not be retrieved or used as reference after finishing the course, unlike other courses I have taken with Coursera, but in other University.",2
"Unsyncronize subtitle with audio. Please fix thisIMO, I think the video must not too long. (below 10 minutes/video), so lecturer separated it to more segment. And give pop-up quiz in video",2
"good course, but the way it is required to be done sucks",2
"It's a bit too simple all of this. There is not enough depth in the course. No way I would give 71 $ for such an introductory material. The best part of the course are the additional resources lists. The good and bad examples are useful as well, but they are all too simple as well.The videos are good quality though and there is some information that is useful. If you are looking for a simple introduction / never seen an interview / have no experience with public speaking / have not taken many oral exams then this is for you.I rate this at 2 stars because I was expecting more. A lot more. ""Mastering..."".. really? More like ""Not completely failing..""",2
I am not sure peer review is eventually working in this course.,2
"I have switched session, but for the second time nobody reviewed my assignment for the second time! I have a doubt about such approach and this particular course as one before a capstone project (to my opinion it should be held after a capstone)",2
"Most of contents are already in the books like Cracking the Coding Interview and similar ones. If you have them, you don't need to take this course.It can be good for students who have never had an interview.",2
Very theoretical and mathematical and not enough real examples.,2
"This isn't a beginners course. I dropped out in first week. I took every note I could and reviewed again and again. I really think the instructor is an intelligent man, but I'm not quite sure he understands how to teach well. I'm really disappointed that I didn't get to take anything away from this class.",2
A really hard class for anyone not graduated from collage.,2
"Links to 4 year old articles, websites and TED talks that can be found on Google don't really constitute a course to me sorry.",2
Cyber Security is miniscule in the topic. Mobility poses severe cyber security threat and syllabus is talking about MDM which is for compliance and cyber security.,2
"I probably should wait to finish this course before reviewing, but I'm halfway through and have found my motivation gone--I'm finishing it just to finish it. The delivery adds nothing to the content, especially as much of it is simply the presenters reading lists also shown on screen. Class content would better serve the students as a searchable PDF. And why are there super-specific questions on quizzes about things like what specific funders require in a grant proposal? That's information that you look up when you need it, not that you quiz people on. This class is a let down.",2
"can't wait to rate this course! I hope I could give 1 start but to show respect I rated it 2. It's just because I personally don't like the instructor and the way he talks, which could ruin the course! I truly hope we could have another instructor in the following courses or the whole specialization would be ruined and so would my interest in database.",2
"I could not finish because videos were stuttered - even with bigger bandwidth - and as a consequence I could not finish the course and the exercises in my limited free time (therefore, only 2 stars). Is the problem solved now - cause I d like to resume the course again. If that's more successful now I would start the next parts of the specialization.Thank you for an answer!",2
"Not enough implication from the instructors in the course. Students are left alone with the material, without any answers to there questions on the course.Peer review process subject to personal interpretation and leading to frustration for the students.That's quite unfortunate as this provides a bad experience whereas the course might have been good without that.",2
"Poor english, hard to follow assignments (instructions spread out over 3-4 microsoft word documents with no links between them). Teaches SQL with MixedCase namings, all-named constraints and other non-standard syntax.",2
"Expected a lot more from the course. Also, the teaching style isn't very engaging either.",2
Assignments are very inaccurate. Mess with table and field names. Oracle VM is very heavy and slow to use on regular laptop.,2
Professors accent very hard to understand. Week 5's lesson should be reviewed as may have no place in class,2
"This is a complex course for people who don't know R Studio. While it is not very hard to learn R Studio (even for people who are not comfortable with coding), it is very difficult when people get stuck. I did not get the much needed support when my R studio installation failed or when installation of libraries failed with error messages. The instructor was good, course content is good, but the lack of a suitable support representative for such complex subjects pulls down the reputation of this course. Please provide a good support personnel to at least help with online queries.",2
"If you already took statistics, this is a reasonable refresher. However, it is way too brief for the amount of material covered.",2
"Far too advanced for a total beginner as I am, was really hard and very confusing. My industry friends said it went too far for what I need in the real world",2
Very hard to follow and to understand if you don't have any mathematics background or statistic knowledge. But it is doable.,2
OK content but too slowly presentedpainful experience to go through all the lessons,2
"Despite of been a interesting course I find it really hard to pass it. In my opinion, previous knowledge or R should be required.",2
Very dry content and hard to retain any information presented in the course because of it. Quizzes are fairly easy to pass provided you have some programming experience.,2
"Very very difficult. Quizzes are quite easy to accomplish, but the practical ""take-away"" from each week is small. I would have preferred if the course focused on getting the results(data) and keeping the statistical analysis to a few (most common) areas.Too academic. More focus on practice use.",2
